Name,Color,Rarity,Mana Value,Tier,Synergy,Buildaround,Comment,Image,Image Back
Zoyowa Lava-Tongue,M,U,2,C-,,,,https://cards.scryfall.io/large/front/c/0/c06f0ff2-d42f-4854-bbe5-4b022fb26d7d.jpg?1699044586,
Buried Treasure,C,C,2,D-,,,,https://cards.scryfall.io/large/front/4/c/4c9c45b6-dedd-4481-a06a-c83ace2f18fa.jpg?1699049852,
Careening Mine Cart,C,U,3,C-,,,,https://cards.scryfall.io/large/front/5/a/5a96d8ae-200a-40be-95a8-72b53638a090.jpg?1700056789,
Cartographer's Companion,C,C,3,D+,,,,https://cards.scryfall.io/large/front/d/b/dbd8115e-4cb3-49b6-b74f-8fcfa28c6404.jpg?1699044595,
"Chimil, the Inner Sun",C,M,6,A-,,,,https://cards.scryfall.io/large/front/2/7/27a1bfb5-ddfc-49cf-baa3-5d1958d2067a.jpg?1699044596,
Mischievous Pup,W,U,3,C-,,,,https://cards.scryfall.io/large/front/7/c/7c219861-f808-456f-b551-37512764062d.jpg?1699043282,
Compass Gnome,C,C,2,D+,,,,https://cards.scryfall.io/large/front/1/0/10e1030e-2b95-4807-9111-e495a2fc8813.jpg?1699387300,
Contested Game Ball,C,U,2,F,,,,https://cards.scryfall.io/large/front/7/1/71cb7776-a6af-4efb-b536-6b9b4f3d3874.jpg?1699044604,
Digsite Conservator,C,U,2,C,,,,https://cards.scryfall.io/large/front/d/f/dfa3cd5e-b727-479d-9a77-9f320b92f3f2.jpg?1699044605,
Disruptor Wanderglyph,C,C,4,D,,,,https://cards.scryfall.io/large/front/7/8/7802ca61-6fcc-4965-9f8f-dd58fe82c6bf.jpg?1699044608,
Hoverstone Pilgrim,C,U,5,C-,,,,https://cards.scryfall.io/large/front/a/f/af7e12ee-3db6-4df7-9859-7a8dee9171c7.jpg?1699044613,
Hunter's Blowgun,C,C,1,D,,,,https://cards.scryfall.io/large/front/3/3/3348abe7-6aa3-47f7-8203-a15f75007e33.jpg?1699044614,
"Matzalantli, the Great Door",C,R,3,D,,,,https://cards.scryfall.io/large/front/b/4/b4c31b29-06ba-436d-a3d9-18f4796c39be.jpg?1699044622,https://cards.scryfall.io/large/back/b/4/b4c31b29-06ba-436d-a3d9-18f4796c39be.jpg?1699044622
The Millennium Calendar,C,M,1,F,,,,https://cards.scryfall.io/large/front/d/e/deabba7f-05ef-41cf-ae3a-d950d051cf1e.jpg?1699044622,
Roaming Throne,C,R,4,B,,,,https://cards.scryfall.io/large/front/3/2/32fd8b7c-baf3-4d3d-be6f-044a917b11a0.jpg?1701115816,
Runaway Boulder,C,C,6,D+,,,,https://cards.scryfall.io/large/front/0/6/06d47a3b-dc66-48d8-981b-dde0ccc34ad5.jpg?1699044629,
"Ojer Taq, Deepest Foundation",W,M,6,C,,,,https://cards.scryfall.io/large/front/1/c/1ca79dd4-67fc-496c-96fc-489b039c4932.jpg?1699043299,https://cards.scryfall.io/large/back/1/c/1ca79dd4-67fc-496c-96fc-489b039c4932.jpg?1699043299
Scampering Surveyor,C,U,4,C+,,,,https://cards.scryfall.io/large/front/a/f/afcb2a90-d4c0-4c83-8ee7-2ac3a23b4402.jpg?1699392494,
Sorcerous Spyglass,C,U,2,F,,,,https://cards.scryfall.io/large/front/1/9/194b7899-6b44-4ecc-8ddc-ec24304eb14c.jpg?1699044632,
Sunbird Standard,C,U,3,C,True,,"4-5 color decks
",https://cards.scryfall.io/large/front/e/0/e0b6d40a-fded-4625-b03c-765c88d75766.jpg?1699044640,https://cards.scryfall.io/large/back/e/0/e0b6d40a-fded-4625-b03c-765c88d75766.jpg?1699044640
Swashbuckler's Whip,C,U,1,D,,,,https://cards.scryfall.io/large/front/2/4/24a85c52-e5b5-4d65-931c-eacc0cf0fb31.jpg?1699044641,
Tarrian's Soulcleaver,C,R,1,D+,,,,https://cards.scryfall.io/large/front/9/9/99413817-1218-4947-b12f-9a952b095a89.jpg?1699044647,
Threefold Thunderhulk,C,R,7,C+,,,,https://cards.scryfall.io/large/front/1/9/1917c62f-d463-43eb-87ad-89ffbc88b6fe.jpg?1699044648,
Throne of the Grim Captain,C,R,2,B+,,True,,https://cards.scryfall.io/large/front/c/1/c13e8e3d-2a6b-4782-a3c9-71af7336a881.jpg?1699044655,https://cards.scryfall.io/large/back/c/1/c13e8e3d-2a6b-4782-a3c9-71af7336a881.jpg?1699044655
Treasure Map,C,R,2,D+,,,,https://cards.scryfall.io/large/front/a/9/a924fe1e-a85e-4e14-88d2-ac55130638ab.jpg?1699044658,https://cards.scryfall.io/large/back/a/9/a924fe1e-a85e-4e14-88d2-ac55130638ab.jpg?1699044658
Captivating Cave,L,C,0,D,,,,https://cards.scryfall.io/large/front/1/d/1d1a645e-85c7-4044-b817-6e24744d245e.jpg?1699044664,
Cavern of Souls,L,M,0,C,True,,12+ creatures of the same type,https://cards.scryfall.io/large/front/3/a/3aad15a2-8a1b-4460-9b06-e85863081878.jpg?1699044666,
Oltec Archaeologists,W,C,5,D+,,,,https://cards.scryfall.io/large/front/5/7/57c21561-2213-4524-89a6-30a305843e5a.jpg?1699043308,
Cavernous Maw,L,U,0,D-,,,,https://cards.scryfall.io/large/front/2/a/2a51ebf6-a465-42e2-82b7-d2cb928ca632.jpg?1699044667,
Echoing Deeps,L,R,0,D+,,,,https://cards.scryfall.io/large/front/2/4/244c06b3-532d-426e-8bee-ee9461d092a6.jpg?1699044671,
Forgotten Monument,L,U,0,D-,,,,https://cards.scryfall.io/large/front/d/e/de8c1c02-e533-46b2-a3eb-91dff561854b.jpg?1699044675,
Hidden Cataract,L,C,0,C,,,,https://cards.scryfall.io/large/front/6/9/69f317fc-f603-45b5-9208-545be4dcbf36.jpg?1699044678,
Hidden Courtyard,L,C,0,C,,,,https://cards.scryfall.io/large/front/b/8/b8685d46-99fc-44b3-be95-707a4b7b8327.jpg?1699044679,
Hidden Necropolis,L,C,0,C,,,,https://cards.scryfall.io/large/front/f/6/f67fd04f-05da-4418-97de-abeb7346cc69.jpg?1699044683,
Hidden Nursery,L,C,0,C,,,,https://cards.scryfall.io/large/front/a/9/a942939a-c06e-4b90-a404-ae5acfffcff9.jpg?1699044686,
Hidden Volcano,L,C,0,C,,,,https://cards.scryfall.io/large/front/9/f/9fa06aed-52c1-48f1-9906-362db12a3cf7.jpg?1699044687,
Pit of Offerings,L,U,0,D-,,,,https://cards.scryfall.io/large/front/b/c/bc7d3957-b483-4a1f-a244-293c90032f5e.jpg?1699044691,
Promising Vein,L,C,0,D+,,,,https://cards.scryfall.io/large/front/e/9/e9681a54-6413-4ff4-b6b1-ee4decb25bfa.jpg?1699044695,
Oltec Cloud Guard,W,C,4,B,,,,https://cards.scryfall.io/large/front/0/2/02d68a38-2e0b-401b-b67d-a55e2af5b18d.jpg?1699043317,
Restless Anchorage,L,R,0,B,,,,https://cards.scryfall.io/large/front/e/3/e3cab352-734e-454b-8b58-733165f4b3b3.jpg?1699044695,
Restless Prairie,L,R,0,B-,,,,https://cards.scryfall.io/large/front/f/9/f94ef116-6aff-4f53-a7f9-be5e21c7afa4.jpg?1699044700,
Restless Reef,L,R,0,B,,,,https://cards.scryfall.io/large/front/8/a/8a8121c9-2480-419c-aa9c-5b8b55f65014.jpg?1699044703,
Restless Ridgeline,L,R,0,B,,,,https://cards.scryfall.io/large/front/a/b/abde5bed-dc4e-4b2b-820c-18d4d0cf8042.jpg?1699044703,
Restless Vents,L,R,0,B-,,,,https://cards.scryfall.io/large/front/e/6/e628e89b-bee9-408d-bb05-1784fda6b8a1.jpg?1699044708,
Sunken Citadel,L,R,0,C+,,,,https://cards.scryfall.io/large/front/3/e/3e1c9b1a-e306-47bb-9f68-2083660319c0.jpg?1699044711,
Volatile Fault,L,U,0,F,,,,https://cards.scryfall.io/large/front/9/3/9385abf3-b067-4586-bf3d-175526cf8f0a.jpg?1699044713,
Oteclan Landmark,W,C,1,D,,,,https://cards.scryfall.io/large/front/0/9/099a1d1c-72ba-468e-9385-8f93e1fce001.jpg?1699049968,https://cards.scryfall.io/large/back/0/9/099a1d1c-72ba-468e-9385-8f93e1fce001.jpg?1699049968
Adaptive Gemguard,W,C,4,D+,,,,https://cards.scryfall.io/large/front/8/3/83c91e24-b7e8-4040-80cb-d1b375002c10.jpg?1699043073,
Petrify,W,C,2,B,,,,https://cards.scryfall.io/large/front/b/b/bbc5f28f-6361-455f-ac82-260a70e59316.jpg?1699043345,
Quicksand Whirlpool,W,C,6,D+,,,,https://cards.scryfall.io/large/front/a/7/a74ddccb-ebbd-4fad-a9b6-6b9e9bafae31.jpg?1699043354,
Resplendent Angel,W,M,3,A,,,,https://cards.scryfall.io/large/front/5/9/59adbd35-9959-4a0f-babf-46ea3c15f018.jpg?1699043363,
Ruin-Lurker Bat,W,U,1,B+,,,,https://cards.scryfall.io/large/front/d/6/d6bedf13-c2bc-4e5d-aba3-3c0d5495a9bb.jpg?1699043372,
Sanguine Evangelist,W,R,3,A,,,,https://cards.scryfall.io/large/front/2/6/269ddd84-fdc4-4c94-b183-32ecec56967c.jpg?1699043382,
Soaring Sandwing,W,C,6,C-,,,,https://cards.scryfall.io/large/front/e/7/e7833724-aec6-41a4-a7ea-2aa722467732.jpg?1699043391,
Spring-Loaded Sawblades,W,U,2,B,,,,https://cards.scryfall.io/large/front/2/4/24417388-f2bb-4783-bdce-264774531838.jpg?1699043409,https://cards.scryfall.io/large/back/2/4/24417388-f2bb-4783-bdce-264774531838.jpg?1699043409
Thousand Moons Crackshot,W,C,2,D,,,,https://cards.scryfall.io/large/front/7/4/741a7439-965d-49f2-b43e-053f29196e6b.jpg?1699043418,
Thousand Moons Infantry,W,C,3,D,,,,https://cards.scryfall.io/large/front/c/1/c1974a8c-3328-4ff5-9a00-cb79ebb8ccf6.jpg?1699043427,
Thousand Moons Smithy,W,R,4,A,,,,https://cards.scryfall.io/large/front/4/a/4a6bec46-1acd-4726-b8d9-3045ac6a2ea2.jpg?1699043447,https://cards.scryfall.io/large/back/4/a/4a6bec46-1acd-4726-b8d9-3045ac6a2ea2.jpg?1699043447
Attentive Sunscribe,W,C,2,C-,,,,https://cards.scryfall.io/large/front/a/d/ad1a0159-7f00-429c-9318-b028b1e03ba8.jpg?1699043082,
Tinker's Tote,W,C,3,B-,,,,https://cards.scryfall.io/large/front/8/3/8321857e-7977-46dd-8357-d732312e5261.jpg?1699043462,
Unstable Glyphbridge,W,R,5,A+,,,,https://cards.scryfall.io/large/front/d/7/d70f48e7-582c-4dd2-a64e-6fd03fa6b77e.jpg?1699043483,https://cards.scryfall.io/large/back/d/7/d70f48e7-582c-4dd2-a64e-6fd03fa6b77e.jpg?1699043483
Vanguard of the Rose,W,U,2,C+,,,,https://cards.scryfall.io/large/front/0/2/0200c504-9137-4bc2-9cd4-eaf0643a2855.jpg?1699043492,
Warden of the Inner Sky,W,R,1,A,,,,https://cards.scryfall.io/large/front/5/4/549fd992-ed37-431d-97cb-9ca017db1d47.jpg?1699043501,
"Akal Pakal, First Among Equals",U,R,3,A,,,,https://cards.scryfall.io/large/front/a/b/ab9f6a1b-8467-4584-affd-8c71d3e34d2f.jpg?1699043517,
Ancestral Reminiscence,U,C,4,D+,,,,https://cards.scryfall.io/large/front/6/2/625690d3-7131-45de-adea-9c927241e661.jpg?1699043525,
Brackish Blunder,U,C,2,C+,,,,https://cards.scryfall.io/large/front/d/e/dea3d0f4-76f5-416f-93ba-8b003b967816.jpg?1699043535,
Braided Net,U,R,3,B-,,,,https://cards.scryfall.io/large/front/6/8/68a6ede0-6d57-4e29-9e3b-3569ab7f0bcd.jpg?1699120209,https://cards.scryfall.io/large/back/6/8/68a6ede0-6d57-4e29-9e3b-3569ab7f0bcd.jpg?1699120209
Chart a Course,U,U,2,C,,,,https://cards.scryfall.io/large/front/2/3/233beaac-37a4-4824-8f31-438b6bfe794b.jpg?1699043562,
Cogwork Wrestler,U,C,1,B-,,,,https://cards.scryfall.io/large/front/a/9/a9d329ad-6b19-4aa7-a53f-38c7b76c4c96.jpg?1699043571,
Bat Colony,W,U,3,C-,,,,https://cards.scryfall.io/large/front/1/c/1c02134c-ec9f-4090-820e-8ba7ae4a8c2b.jpg?1699043091,
Confounding Riddle,U,U,3,C,,,,https://cards.scryfall.io/large/front/f/2/f2ae23db-c391-402c-9568-65447cada66e.jpg?1699043580,
Council of Echoes,U,U,6,D+,,,,https://cards.scryfall.io/large/front/8/5/85ad358d-a520-4d57-82b0-d2297da1fbde.jpg?1699043588,
Deeproot Pilgrimage,U,R,2,D-,,,,https://cards.scryfall.io/large/front/e/2/e2449311-a705-4a31-a345-a36d436ae561.jpg?1699043597,
Didact Echo,U,C,5,D+,,,,https://cards.scryfall.io/large/front/3/c/3c068b2e-17cc-4fb8-bd79-b775a4713d74.jpg?1699043607,
Eaten by Piranhas,U,U,2,C,,,,https://cards.scryfall.io/large/front/b/0/b0c504ef-2382-4174-9b1d-5f38e12a28fc.jpg?1699043614,
The Enigma Jewel,U,M,1,F,,,,https://cards.scryfall.io/large/front/2/e/2e98970d-06a8-4c91-ba47-4a02c5b949f2.jpg?1699043631,https://cards.scryfall.io/large/back/2/e/2e98970d-06a8-4c91-ba47-4a02c5b949f2.jpg?1699043631
The Everflowing Well,U,R,3,B,,,,https://cards.scryfall.io/large/front/b/f/bf573fb7-fa6c-4df7-8e5e-1e071585361e.jpg?1699043648,https://cards.scryfall.io/large/back/b/f/bf573fb7-fa6c-4df7-8e5e-1e071585361e.jpg?1699043648
Frilled Cave-Wurm,U,C,4,D-,,,,https://cards.scryfall.io/large/front/6/f/6f65e1bc-fade-4fdf-a1fd-de068bff9e4c.jpg?1699043658,
Hermitic Nautilus,U,U,2,C-,,,,https://cards.scryfall.io/large/front/5/4/545503f8-a8c6-4518-9ad6-76e4996397fc.jpg?1699043666,
Hurl into History,U,U,5,D,,,,https://cards.scryfall.io/large/front/5/9/5946463a-2240-4376-b6f5-fd6e3a9cc51c.jpg?1699576505,
Clay-Fired Bricks,W,U,2,B+,,,,https://cards.scryfall.io/large/front/8/a/8aece300-656b-4e0d-a45f-aa7feaff0a4e.jpg?1699125724,https://cards.scryfall.io/large/back/8/a/8aece300-656b-4e0d-a45f-aa7feaff0a4e.jpg?1699125724
Inverted Iceberg,U,C,2,C+,,,,https://cards.scryfall.io/large/front/a/c/ac5e9a53-cc4f-4ced-8088-5a73d619eae3.jpg?1699045157,https://cards.scryfall.io/large/back/a/c/ac5e9a53-cc4f-4ced-8088-5a73d619eae3.jpg?1699045157
Kitesail Larcenist,U,R,3,A+,,,,https://cards.scryfall.io/large/front/0/3/03207457-70d8-4462-8c8b-ed39791d56a1.jpg?1699043787,
Lodestone Needle,U,U,2,B-,,,,https://cards.scryfall.io/large/front/d/e/dedd7a22-92e2-41fd-aa80-944c69653a5e.jpg?1699043804,https://cards.scryfall.io/large/back/d/e/dedd7a22-92e2-41fd-aa80-944c69653a5e.jpg?1699043804
"Malcolm, Alluring Scoundrel",U,R,2,A-,,,,https://cards.scryfall.io/large/front/1/9/19d6834d-afa3-4747-a62d-0654f4d9729f.jpg?1699043813,
Marauding Brinefang,U,C,7,D-,,,,https://cards.scryfall.io/large/front/7/8/78328899-7996-4cfd-bf00-d2a0d0ff3ef8.jpg?1699049880,
Merfolk Cave-Diver,U,U,3,D+,,,,https://cards.scryfall.io/large/front/6/e/6e0fe81c-b8ef-49ff-8743-f03d0220cb9e.jpg?1699043829,
Oaken Siren,U,C,2,C+,,,,https://cards.scryfall.io/large/front/d/7/d7731ef5-da74-4436-8ee7-01c065cbefae.jpg?1699043837,
"Ojer Pakpatiq, Deepest Epoch",U,M,4,B,,,,https://cards.scryfall.io/large/front/a/9/a9d71007-bc04-4dff-ad3f-e2c0b5b4400e.jpg?1699043854,https://cards.scryfall.io/large/back/a/9/a9d71007-bc04-4dff-ad3f-e2c0b5b4400e.jpg?1699043854
Orazca Puzzle-Door,U,C,1,C-,,,,https://cards.scryfall.io/large/front/2/7/27acf726-52f5-493d-8678-c12485f67747.jpg?1699043863,
Out of Air,U,C,4,D,,,,https://cards.scryfall.io/large/front/c/2/c263db55-fcac-4b49-b626-7c8092accfcd.jpg?1699043872,
Cosmium Blast,W,C,2,D+,,,,https://cards.scryfall.io/large/front/1/9/193d1eac-ede7-4f75-9c74-05133b215f93.jpg?1699043121,
Pirate Hat,U,C,2,C-,,,,https://cards.scryfall.io/large/front/9/d/9d11e3d4-769d-47aa-8d3a-ce1ac60b68b8.jpg?1699043880,
Relic's Roar,U,C,1,D-,,,,https://cards.scryfall.io/large/front/3/5/35096eb3-ad7b-4b6e-b799-cb4cc447883e.jpg?1699043888,
River Herald Scout,U,C,2,C,,,,https://cards.scryfall.io/large/front/8/a/8ae8ab66-5840-4b2e-bd4e-94ead0c79b61.jpg?1699043896,
Sage of Days,U,C,3,D+,,,,https://cards.scryfall.io/large/front/a/6/a6e53495-c76c-4cd4-b93e-b2c491d2c13a.jpg?1699043905,
Self-Reflection,U,U,6,D,,,,https://cards.scryfall.io/large/front/1/2/1242203d-c9b5-4ab6-802e-e222f92291e9.jpg?1699043913,
Shipwreck Sentry,U,C,2,C,,,,https://cards.scryfall.io/large/front/8/1/814803bc-72cd-46db-b957-4322f2a7b28a.jpg?1699043922,
Sinuous Benthisaur,U,U,6,D+,,,,https://cards.scryfall.io/large/front/7/a/7a58639c-001f-4cb1-89fd-0a0967b86977.jpg?1699043930,
Song of Stupefaction,U,C,2,D,,,,https://cards.scryfall.io/large/front/a/b/ab8f7a75-df5e-43b3-8c33-328ad0dc3c40.jpg?1699043938,
Spyglass Siren,U,U,1,A,,,,https://cards.scryfall.io/large/front/4/1/41e54343-95e5-4dc4-9f18-e4a415fe5e0a.jpg?1699043946,
Staunch Crewmate,U,U,2,A-,,,,https://cards.scryfall.io/large/front/1/4/143e9845-8a11-4fc4-b116-29a929985146.jpg?1699043955,
Dauntless Dismantler,W,U,2,D+,,,,https://cards.scryfall.io/large/front/3/d/3d771631-0aab-4f09-b9a6-49b6b2d8d2aa.jpg?1699043129,
Subterranean Schooner,U,R,2,A,,,,https://cards.scryfall.io/large/front/9/4/94b6881a-b00e-4e90-92e6-602ed8e0e090.jpg?1699043964,
Tishana's Tidebinder,U,R,3,B,,,,https://cards.scryfall.io/large/front/9/0/907b3d1d-8c85-4707-80b5-c4d832df9846.jpg?1699043973,
Unlucky Drop,U,C,4,C,,,,https://cards.scryfall.io/large/front/7/6/76ebb2df-8891-434e-9cd0-f25b848cb754.jpg?1699043981,
Waterlogged Hulk,U,U,1,D,,,,https://cards.scryfall.io/large/front/7/e/7ea89d3c-8d47-4bbb-9271-8cdfd9296e2f.jpg?1699043999,https://cards.scryfall.io/large/back/7/e/7ea89d3c-8d47-4bbb-9271-8cdfd9296e2f.jpg?1699043999
Waterwind Scout,U,C,3,B+,,,,https://cards.scryfall.io/large/front/8/a/8a7738fb-0a1b-4010-b8c0-e1129739c765.jpg?1699044008,
Waylaying Pirates,U,C,4,C,,,,https://cards.scryfall.io/large/front/d/e/ded2bb06-7163-47fe-bede-9c192c9b8952.jpg?1699044017,
Zoetic Glyph,U,U,3,A+,,,,https://cards.scryfall.io/large/front/a/2/a2f498ac-179e-4055-9b83-97bcc5ab1bb9.jpg?1699044026,
Abyssal Gorestalker,B,U,6,D,,,"Playable in UB slower decks
",https://cards.scryfall.io/large/front/a/5/a559f77f-1f10-475b-9361-7f297d50f254.jpg?1699044037,
"Aclazotz, Deepest Betrayal",B,M,5,A+,,,,https://cards.scryfall.io/large/front/6/2/627c392c-4d18-4eb2-a4e8-c668f61f5487.jpg?1699044055,https://cards.scryfall.io/large/back/6/2/627c392c-4d18-4eb2-a4e8-c668f61f5487.jpg?1699044055
Acolyte of Aclazotz,B,C,3,D-,,,,https://cards.scryfall.io/large/front/9/9/99009400-ffa4-40af-8305-78295ae605ac.jpg?1699044065,
Deconstruction Hammer,W,C,1,C-,,,,https://cards.scryfall.io/large/front/0/c/0c7ba382-18c4-4833-b3d2-bd469ae2ad77.jpg?1699043140,
Another Chance,B,C,3,C+,,,,https://cards.scryfall.io/large/front/2/0/20d9eb9f-2fcc-49f0-99c1-bad748239466.jpg?1699044076,
Bitter Triumph,B,U,2,B-,,,,https://cards.scryfall.io/large/front/0/5/05bdd22c-3e11-4c29-bdfa-d3dfc0e90a9f.jpg?1699044085,
Bloodletter of Aclazotz,B,M,4,B+,,,Make sure you have 10+ black sources,https://cards.scryfall.io/large/front/d/4/d4f6027a-003a-4f9d-929a-0b6da1fa42c9.jpg?1699044094,
Bloodthorn Flail,B,U,1,D-,,,,https://cards.scryfall.io/large/front/d/b/db38babd-57e8-4e59-9701-11a0682baa77.jpg?1699044095,
Bringer of the Last Gift,B,R,8,B-,,,,https://cards.scryfall.io/large/front/1/9/19775c18-4cc0-49d3-86e4-0841768cbf4d.jpg?1699044096,
Broodrage Mycoid,B,C,4,D-,,,,https://cards.scryfall.io/large/front/0/8/08318a16-a9ed-42c8-9433-876b7a72e368.jpg?1699044103,
Canonized in Blood,B,U,2,F,,,,https://cards.scryfall.io/large/front/3/8/384b6892-5dfc-4607-b511-cf83544a9357.jpg?1699044103,
Chupacabra Echo,B,U,4,B+,,,,https://cards.scryfall.io/large/front/b/d/bdd8eed6-91da-4454-a5e3-7bbfac614f47.jpg?1699044104,
Corpses of the Lost,B,R,3,B,,,,https://cards.scryfall.io/large/front/5/f/5f661095-3645-4e44-ac39-752e417c2174.jpg?1699044112,
Dead Weight,B,C,1,C+,,,,https://cards.scryfall.io/large/front/8/2/82e6b971-3f5b-47e7-8209-98d72ee781fc.jpg?1699044112,
