Name,Color,Rarity,Mana Value,Tier,Synergy,Buildaround,Comment,Image,Image Back
Oakhollow Village,L,U,0,C,,,,https://cards.scryfall.io/large/front/0/d/0d49b016-b02b-459f-85e9-c04f6bdcb94e.jpg?1721639587,
Rockface Village,L,U,0,C-,,,,https://cards.scryfall.io/large/front/6/2/62799d24-39a6-4e66-8ac3-7cafa99e6e6d.jpg?1721639562,
Rabbit Response,W,C,4,C,,,,https://cards.scryfall.io/large/front/c/4/c4ded450-346d-4917-917a-b62bc0267509.jpg?1721425917,
Three Tree City,L,R,0,F,,,,https://cards.scryfall.io/large/front/5/6/56f88a48-cced-4a9d-8c19-e4f105f0d8a2.jpg?1721427358,
Uncharted Haven,L,C,0,C+,,,,https://cards.scryfall.io/large/front/6/8/68b90f54-d629-4126-82cc-13b51d6c1c3e.jpg?1722073883,
Repel Calamity,W,U,2,C+,,,,https://cards.scryfall.io/large/front/d/0/d068192a-6270-4981-819d-4945fa4a2b83.jpg?1721425920,
Salvation Swan,W,R,4,B+,,,,https://cards.scryfall.io/large/front/b/2/b2656160-d319-4530-a6e5-c418596c3f12.jpg?1721425931,
Season of the Burrow,W,M,5,A,,,,https://cards.scryfall.io/large/front/3/3/33bf9c60-4e58-48a4-8e53-abef7ab3b671.jpg?1721425932,
Brave-Kin Duo,W,C,1,D+,True,,,https://cards.scryfall.io/large/front/b/8/b8dd4693-424d-4d6e-86cf-24401a23d6b1.jpg?1721425770,
Seasoned Warrenguard,W,U,1,C+,,,,https://cards.scryfall.io/large/front/9/0/90873995-876f-4e89-8bc7-41a74f4d931f.jpg?1721425942,
Shrike Force,W,U,3,C,,,,https://cards.scryfall.io/large/front/3/0/306fec2c-d8b7-4f4b-8f58-10e3b9f3158f.jpg?1721425946,
Sonar Strike,W,C,2,C+,,,,https://cards.scryfall.io/large/front/a/5/a50da179-751f-47a8-a547-8c4a291ed381.jpg?1721425953,
Star Charter,W,U,4,C+,,,,https://cards.scryfall.io/large/front/0/e/0e209237-00f7-4bf0-8287-ccde02ce8e8d.jpg?1721425964,
Starfall Invocation,W,R,5,C,,,,https://cards.scryfall.io/large/front/2/a/2aea38e6-ec58-4091-b27c-2761bdd12b13.jpg?1721425972,
Thistledown Players,W,C,3,D+,,,,https://cards.scryfall.io/large/front/a/f/afa8d83f-8586-4127-8b55-9715e9547488.jpg?1721425974,
Valley Questcaller,W,R,2,A,,,,https://cards.scryfall.io/large/front/b/a/ba629ca8-a368-4282-8a61-9bf6a5c217f0.jpg?1721639461,
Warren Elder,W,C,2,C+,,,,https://cards.scryfall.io/large/front/4/b/4bf20069-5a20-4f95-976b-6af2b69f3ad0.jpg?1721425988,
Warren Warleader,W,M,4,A+,,,,https://cards.scryfall.io/large/front/e/b/eb5237a0-5ac3-4ded-9f92-5f782a7bbbd7.jpg?1721425996,
Wax-Wane Witness,W,C,4,C-,,,,https://cards.scryfall.io/large/front/d/9/d90ea719-5320-46c6-a347-161853a14776.jpg?1721426005,
Brightblade Stoat,W,U,2,B,,,,https://cards.scryfall.io/large/front/d/f/df7fea2e-7414-4bc8-adb0-9342e174c009.jpg?1721425778,
Whiskervale Forerunner,W,R,4,B-,,,,https://cards.scryfall.io/large/front/6/0/60a78d59-af31-4af9-95aa-2573fe553925.jpg?1721426007,
Azure Beastbinder,U,R,2,B,,,,https://cards.scryfall.io/large/front/2/1/211af1bf-910b-41a5-b928-f378188d1871.jpg?1721426023,
Bellowing Crier,U,C,2,C-,,,,https://cards.scryfall.io/large/front/c/a/ca2215dd-6300-49cf-b9b2-3a840b786c31.jpg?1721426026,
Calamitous Tide,U,U,6,C,,,,https://cards.scryfall.io/large/front/1/7/178bc8b2-ffa0-4549-aead-aacb3db3cf19.jpg?1721431233,
Daring Waverider,U,U,6,B-,,,,https://cards.scryfall.io/large/front/1/9/19422406-0c1a-497e-bed1-708bc556491a.jpg?1721426039,
Dazzling Denial,U,C,2,C-,,,,https://cards.scryfall.io/large/front/8/7/8739f1ac-2e57-4b52-a7ff-cc8df5936aad.jpg?1721426047,
Dire Downdraft,U,C,4,C+,,,,https://cards.scryfall.io/large/front/f/1/f1931f22-974c-43ad-911e-684bf3f9995d.jpg?1721426060,
Dour Port-Mage,U,R,2,B,,,,https://cards.scryfall.io/large/front/6/4/6402133e-eed1-4a46-9667-8b7a310362c1.jpg?1721426066,
Eddymurk Crab,U,U,7,B-,,,,https://cards.scryfall.io/large/front/e/6/e6d45abe-4962-47d9-a54e-7e623ea8647c.jpg?1721426076,
"Eluge, the Shoreless Sea",U,M,4,D-,,,,https://cards.scryfall.io/large/front/1/f/1f2bf6ba-cd1a-4382-9572-6dfbcf6ed0c6.jpg?1721426077,
Builder's Talent,W,U,2,B-,True,,,https://cards.scryfall.io/large/front/1/5/15fa581a-724e-4196-a9a3-ff84c54bdb7d.jpg?1721814341,
Finch Formation,U,C,3,D,,,,https://cards.scryfall.io/large/front/1/c/1c671eab-d1ef-4d79-94eb-8b85f0d18699.jpg?1721426087,
Gossip's Talent,U,U,2,D,,,,https://cards.scryfall.io/large/front/b/2/b299889a-03d6-4659-b0e1-f0830842e40f.jpg?1721426095,
Into the Flood Maw,U,U,1,C-,,,,https://cards.scryfall.io/large/front/5/0/50b9575a-53d9-4df7-b86c-cda021107d3f.jpg?1721426097,
Kitnap,U,R,4,B,,,,https://cards.scryfall.io/large/front/0/8/085be5d1-fd85-46d1-ad39-a8aa75a06a96.jpg?1721426110,
"Kitsa, Otterball Elite",U,M,2,B-,,,,https://cards.scryfall.io/large/front/c/8/c8ff751a-ec64-41d5-b22c-2a483ad9a9b2.jpg?1721426117,
Knightfisher,U,U,5,C,,,,https://cards.scryfall.io/large/front/c/7/c7fb7f4f-2153-4527-8f11-adbf508d3533.jpg?1721426127,
Lightshell Duo,U,C,4,C,,,,https://cards.scryfall.io/large/front/2/f/2f00c834-b4a9-45b8-bb3f-22c2a42314a0.jpg?1721426129,
Long River Lurker,U,U,3,B-,,,,https://cards.scryfall.io/large/front/7/c/7c267719-cd03-4003-b281-e732d5e42a1e.jpg?1721426137,
Long River's Pull,U,U,2,D+,,,,https://cards.scryfall.io/large/front/1/c/1c81d0fa-81a1-4f9b-a5fd-5a648fd01dea.jpg?1721426147,
Mind Spiral,U,C,5,C-,,,,https://cards.scryfall.io/large/front/7/e/7e24fe6a-607b-49b8-9fca-cecb1e40de7f.jpg?1721426147,
Caretaker's Talent,W,R,3,B+,,True,,https://cards.scryfall.io/large/front/a/d/ad5ea98a-e36e-4ab9-b4da-cc572f3777db.jpg?1721425789,
Mindwhisker,U,U,3,B,,,,https://cards.scryfall.io/large/front/a/a/aaa10f34-5bfd-4d87-8f07-58de3b0f5663.jpg?1721426158,
Mockingbird,U,R,1,B-,,,,https://cards.scryfall.io/large/front/a/d/ade32396-8841-4ba4-8852-d11146607f21.jpg?1722388218,
Nightwhorl Hermit,U,C,3,D-,,,,https://cards.scryfall.io/large/front/0/9/0928e04f-2568-41e8-b603-7a25cf5f94d0.jpg?1721426168,
Otterball Antics,U,U,2,D,,,,https://cards.scryfall.io/large/front/3/f/3ff83ff7-e428-4ccc-8341-f223dab76bd1.jpg?1721426185,
Pearl of Wisdom,U,C,3,C-,,,,https://cards.scryfall.io/large/front/1/3/13cb9575-1138-4f99-8e90-0eaf00bdf4a1.jpg?1721426185,
Plumecreed Escort,U,U,2,B-,,,,https://cards.scryfall.io/large/front/f/7/f71320ed-2f30-49ce-bcb0-19aebba3f0e8.jpg?1721426204,
Portent of Calamity,U,R,1,D,,,,https://cards.scryfall.io/large/front/8/5/8599e2dd-9164-4da3-814f-adccef3b9497.jpg?1721426215,
Run Away Together,U,C,2,C-,,,,https://cards.scryfall.io/large/front/7/c/7cb7ec70-a5a4-4188-ba1a-e88b81bdbad0.jpg?1721426215,
Season of Weaving,U,M,6,A,,,,https://cards.scryfall.io/large/front/f/5/f5713bb4-bdd9-4253-b6b9-e590532ed773.jpg?1721426229,
Shore Up,U,C,1,C+,,,,https://cards.scryfall.io/large/front/4/d/4dc3b49e-3674-494c-bdea-4374cefd10f4.jpg?1721426233,
Carrot Cake,W,C,2,B+,,,,https://cards.scryfall.io/large/front/e/b/eb03bb4f-8b4b-417e-bfc6-294cd2186b2e.jpg?1721425791,
Shoreline Looter,U,U,2,A-,,,,https://cards.scryfall.io/large/front/d/5/d5bf8cf0-419a-4dc9-9342-aad55c1af05a.jpg?1721426251,
Skyskipper Duo,U,C,5,C-,,,,https://cards.scryfall.io/large/front/d/6/d6844bad-ffbe-4c6e-b438-08562eccea52.jpg?1721426259,
Spellgyre,U,U,4,B-,,,,https://cards.scryfall.io/large/front/f/6/f6f6620a-1d40-429d-9a0c-aaeb62adaa71.jpg?1721426266,
Splash Lasher,U,U,4,B,,,,https://cards.scryfall.io/large/front/3/6/362ee125-35a0-46cd-a201-e6797d12d33a.jpg?1721426269,
Splash Portal,U,U,1,C-,True,,,https://cards.scryfall.io/large/front/a/d/adbaa356-28ba-487f-930a-a957d9960ab0.jpg?1721426280,
Stormchaser's Talent,U,R,1,B+,,,,https://cards.scryfall.io/large/front/a/3/a36e682d-b43d-4e08-bf5b-70d7e924dbe5.jpg?1721814348,
Sugar Coat,U,U,3,C,,,,https://cards.scryfall.io/large/front/f/c/fcacbe71-efb0-49e1-b2d0-3ee65ec6cf8b.jpg?1721426291,
Thought Shucker,U,C,2,D,,,,https://cards.scryfall.io/large/front/4/4/44b0d83b-cc41-4f82-892c-ef6d3293228a.jpg?1721426302,
Thundertrap Trainer,U,R,2,B+,True,,,https://cards.scryfall.io/large/front/9/c/9cf3af94-b7c8-415c-a5a1-d89967fd0bba.jpg?1721426312,
Valley Floodcaller,U,R,3,C-,True,,,https://cards.scryfall.io/large/front/9/0/90b12da0-f666-471d-95f5-15d8c9b31c92.jpg?1721639406,
Crumb and Get It,W,C,1,C+,,,,https://cards.scryfall.io/large/front/3/c/3c7b3b25-d4b3-4451-9f5c-6eb369541175.jpg?1721429540,
Waterspout Warden,U,C,3,D+,,,,https://cards.scryfall.io/large/front/3/5/35898b39-98e2-405b-8f18-0e054bd2c29e.jpg?1722207696,
Wishing Well,U,R,4,D-,,,,https://cards.scryfall.io/large/front/e/d/edeb20aa-b253-49b8-9947-c397a3a4002a.jpg?1721426330,
Agate-Blade Assassin,B,C,2,C-,,,,https://cards.scryfall.io/large/front/3/9/39ebb84a-1c52-4b07-9bd0-b360523b3a5b.jpg?1721426332,
Bandit's Talent,B,U,2,D,,,,https://cards.scryfall.io/large/front/4/8/485dc8d8-9e44-4a0f-9ff6-fa448e232290.jpg?1721426340,
Bonebind Orator,B,C,2,C,,,,https://cards.scryfall.io/large/front/f/a/faf226fa-ca09-4468-8804-87b2a7de2c66.jpg?1721426343,
Bonecache Overseer,B,U,1,B-,True,,,https://cards.scryfall.io/large/front/8/2/82defb87-237f-4b77-9673-5bf00607148f.jpg?1721426349,
Coiling Rebirth,B,R,5,C,True,,,https://cards.scryfall.io/large/front/9/6/96d5de3e-0440-4dd1-899c-ab40c0752343.jpg?1721426359,
Consumed by Greed,B,U,3,B,,,,https://cards.scryfall.io/large/front/e/5/e50acc41-3517-42db-b1d3-1bdfd7294d84.jpg?1721426362,
Cruelclaw's Heist,B,R,2,C+,,,,https://cards.scryfall.io/large/front/c/a/cab4539a-0157-4cbe-b50f-6e2575df74e9.jpg?1721426377,
Daggerfang Duo,B,C,3,C,,,,https://cards.scryfall.io/large/front/c/e/cea2bb34-e328-44fb-918a-72208c9457e4.jpg?1721426379,
Dawn's Truce,W,R,2,D,,,,https://cards.scryfall.io/large/front/8/f/8f72bfa0-efef-48ce-aff8-d5818ed71ba6.jpg?1721425804,
Darkstar Augur,B,R,3,B+,,,,https://cards.scryfall.io/large/front/1/c/1c603751-1e2b-4c8e-a8d2-5c0876e7254f.jpg?1721426387,
Diresight,B,C,3,C-,,,,https://cards.scryfall.io/large/front/f/a/fada29c0-5293-40a4-b36d-d073ee99e650.jpg?1721426397,
Downwind Ambusher,B,U,4,B+,,,,https://cards.scryfall.io/large/front/5/5/55cfd628-933a-4d3d-b2e5-70bc86960d1c.jpg?1721426398,
Early Winter,B,C,5,D+,,,,https://cards.scryfall.io/large/front/5/0/5030e6ac-211d-4145-8c87-998a8351a467.jpg?1721426407,
Feed the Cycle,B,U,2,B,,,,https://cards.scryfall.io/large/front/7/e/7e017ff8-2936-4a1b-bece-00004cfbad06.jpg?1721426413,
Fell,B,U,2,B,,,,https://cards.scryfall.io/large/front/c/9/c96ac326-de44-470b-a592-a4c2a052c091.jpg?1721426418,
Glidedive Duo,B,C,5,C+,,,,https://cards.scryfall.io/large/front/4/8/4831e7ae-54e3-4bd9-b5af-52dc29f81715.jpg?1721426425,
Hazel's Nocturne,B,U,4,C+,,,,https://cards.scryfall.io/large/front/2/3/239363df-4de8-4b64-80fc-a1f4b5c36027.jpg?1721426431,
Huskburster Swarm,B,U,8,C+,,,,https://cards.scryfall.io/large/front/e/d/ed2f61d7-4eb0-41c5-8a34-a0793c2abc51.jpg?1721426437,
Iridescent Vinelasher,B,R,1,B-,,,,https://cards.scryfall.io/large/front/b/2/b2bc854c-4e72-48e0-a098-e3451d6e511d.jpg?1721426442,
Swords to Plowshares,W,M,1,A-,,,,https://cards.scryfall.io/large/front/8/0/80590c26-285e-4b7b-9ee5-62956dba4ad7.jpg?1721433731,
Ledger Shredder,U,M,2,A-,,,,https://cards.scryfall.io/large/front/c/0/c0564116-24c1-4b5d-bb9e-a0828fe164b7.jpg?1722644534,
Rat Colony,B,M,2,C-,True,,,https://cards.scryfall.io/large/front/9/a/9a75d005-cd2c-4131-b3ed-ceec7842b165.jpg?1721433756,
Relentless Rats,B,M,3,F,,,,https://cards.scryfall.io/large/front/1/c/1cc70d4e-662e-42c7-8a21-f3a002198fea.jpg?1721433772,
Kindred Charge,R,M,6,D+,,,,https://cards.scryfall.io/large/front/b/1/b10579ee-d2b9-4fec-b4aa-63cd7aa7aae5.jpg?1721433781,
Sylvan Tutor,G,M,1,F,,,,https://cards.scryfall.io/large/front/6/5/657a745d-038e-4cbd-9ffb-2a76009400a7.jpg?1721433793,
"Toski, Bearer of Secrets",G,M,4,B+,,,,https://cards.scryfall.io/large/front/0/1/0153d1ad-c8ee-42ff-a059-b763c2cfb7be.jpg?1721433799,
Frogmite,C,M,4,F,,,,https://cards.scryfall.io/large/front/9/a/9a6101e0-d320-44d0-88ed-38021bfdd2d3.jpg?1721433806,
Sword of Fire and Ice,C,M,3,A,,,,https://cards.scryfall.io/large/front/0/6/065cd3b9-b5aa-44d3-93f4-3a43694d7a1a.jpg?1721165909,
Secluded Courtyard,L,M,0,C-,,,,https://cards.scryfall.io/large/front/9/c/9ca14d07-2299-4a11-8c59-cb5edb257d72.jpg?1721447341,
